text,sentiment
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neutral
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,neutral
 I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,positive
"c`mon people, today is #juddday",neutral
_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable,positive
just got up and updated my ipod,neutral
Here at work having lunch. A lot of work and not enough help,negative
 haha best thing about office birthdays hey,positive
_carter  we can`t see the video it`s private,neutral
"_x when my brother is 18, i will have moved!",neutral
nooo i cant be sick...not now! im about to go see my new nephew,negative
Math is amazing and hell at the same time  socialily that is the naiv part is fine.,neutral
Whats is up with me! I am spilling everything,negative
 girl i am buying & posting your pressie tomorrow but i have no **** clue what to get you so i`m sorry if you hate it,negative
I dont know where to get my hair cut!,neutral
: Happy Mother`s day to my Mother. Thank you for being such an awesome mother,positive
 o can`t work that one out  pain in the **** them spammers,negative
yaaw some one want call with me?? 5529634599,neutral
just woke up. Happy Mommy`s Day to everyone`s mom and grandma!,positive
Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral
Rainy day today.  No car so we`re stuck in the house   I needed to go to the post office too...bastards,negative
Yay for having a giant headache  stupid glasses.,negative
"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",positive
Dreary bus ride home. Im rubbing my eyes out but at least I didn`t spend the day in school. Over 12 hrs well spent,neutral
Happy Mother`s Day to all the Mommiessss,positive
no more arrested development. i am sad.,negative
 You`re welcome!,positive
  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral
" - Yes, you are addicted - half my twitter friend updates are yours",neutral
"got three grades so far: Math11 -> B , Acct1B -> A, Bio19 -> A. Good times to be had. Sad about the math grade though.",neutral
Fidel has no balls,neutral
I dont get how to use twitterr!,neutral
" aww yeah, it`s more fun revising with others but you get distracted easier >.< yeah I`m tired, revising history",neutral
my sister is a douchebag,negative
": Yeah, I fell asleep  I`m sorry. No way in the world I was waking up @ 7am lol. I had to work @ 9am.",negative
 Why can`t you? Are you rooting for Ali in the Twitter war?,neutral
 You`re welcome!  How much longer until it`s colored in?,neutral
"Good Morning, it`s beautiful here today. Shame I`m going to spend most of the day being an unpaid taxi driver.",neutral
 gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,negative
"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3",neutral
 yeah   but I`m jus glad the thunder stopped .,positive
I don`t want to apply for jobs!!!,neutral
 i trusted matt with my life in that picture. funnnn night though,positive
 Dood - they`ve locked down your Vimeo WH video.,neutral
gear troubles all day long!,negative
Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,positive
" S`ok, trying to plot alternatives as we speak *sigh*",negative
 Thanks for that,positive
  Thats charmingly funny,positive
Happy Mommy`s Day to all the mothers in the world!,positive
I`m a fat and sad puffyn now,negative
Angus down 3-1 in first set     http://yfrog.com/10jsepj,neutral
is needing to make a new video,neutral
 yeah surrrrrously. we win,positive
  Sending you both TONS of thankful love for Sock Summit. I can`t believe the utter **** that some people spew.,neutral
"my sisters **** pc, just blued screened me",negative
 I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,positive
writing,neutral
 hey free,neutral
 Hope you feel better soon and check out my cool backround on my profile,positive
 _face  and nana.wish i was there last night,positive
Exams are so stressful,negative
 glad u liked post  looking at the back end now...the sub 2 your blog is automatic. send url and i`ll verify.,positive
@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,positive
"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",neutral
is cold and wished to go back to bed,positive
@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos,neutral
training again today.,neutral
has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,negative
_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
  what`s that? The sun? No sign here,neutral
" Yeah, I know! Thanks so much",positive
"Phone with Kayla, Johnathan, and Cisco!  Woo!",neutral
 yea me too  lol,neutral
Not feelin right. Hope the feeling passes. Stupid stomach.,negative
And I want you to shut the **** up.... I really hate living with my step dad. =-\ I can`t wait to move out...,negative
I`m slowly reallizing how this burn I got at work 5 hours ago really sucks,negative
Wants somebody to cheer her up,positive
" thanks for that twitpic, sure made me laugh",positive
lol how I met your mother,neutral
Oh yeaah.  we`ll still be bffs  aha _marie.,positive
I designed a new shirttttt.,neutral
Working on your birthday isn`t so bad when you get to work with Ruby on Rails,positive
 well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,neutral
 cuz ima always late haha dammit she got me good,neutral
 nah i understand you cant cancel i just wanted you to come,positive
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,negative
The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,positive
Loving my new HR monitor,positive
_beckwith it cant be that good if your twittering instead of watching it  ****,negative
Working on a PR plan. Then it is on to awards.,neutral
night night dollies  you are al so amazing,positive
 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,neutral
 Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,negative
 you can do it,positive
 I used to love you lol...so awesome...I knew you`d have an 'experience' last night,positive
_G yup - that`s where I watch all my movies,neutral
"whatever. i give up, my phones about to die anyway.  next time",negative
"Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",neutral
  Goodnight.,positive
_Pase I guess u ain like me den.. My hair cut short..  lol,neutral
_eyedea I love last.fm but find it a lot easier (and more content) on spotify  add me on http://last.fm/user/an0key if you like,positive
"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks",negative
" I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",neutral
My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,neutral
is problem free for now.  atleast i already said to that person the truth.,positive
"yes, i am quite unsure aswell  haha",negative
 Go to main settings page for iPhone and scroll down - you will see it,neutral
 ikr!!!,neutral
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",negative
 lol  ****...I love those things too,positive
"_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",neutral
"Happy Mother`s Day to all the mums out there, old & new.",positive
 that would be great!!!  thanks!!,positive
 Meeeee! It sounds delicious,positive
I nvr wanted May to come to an end,positive
 It was a lovely attempt at poetry!,positive
"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",positive
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive
 jealous  it looks like schindler`s list in toronto,negative
its too sunny for work  !!!,negative
 at home  im so lonely here...,negative
 I`m just starting to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages,negative
eye still hurts  I Think I`ll go sleep now...,negative
happy Mother`s Day to all the moms out there,positive
 right on!  i`m 29 myself... i turn 30 in october. i think that pretty much makes us awesome,positive
"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
 y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,negative
